id, epoch_number, loss, recall@20, mrr@20
article, 5, , 0.5853,  0.2305
Y&A, 1, 0.9993510036695775, 0.04947841726618705, 0.013770073
Y&A, 2, 0.9932572357624555, 0.05397482014388489 ,0.014006544
Y&A, 3, 0.9909030617141038, 0.05399280575539569, 0.013378486
Y&A, 4, 0.9892571163263252, 0.05411870503597123, 0.012804711
Y&A, 5, 0.9880166259600962, 0.054046762589928056, 0.012941004
